Date,Station,Obs,Sim
2022-02-13 00:00:00,022513,4.998008333333334,4.990753710269928
2022-02-14 00:00:00,022513,5.0162458333333335,5.011831144491832
2022-02-15 00:00:00,022513,4.812520833333333,4.807212134202321
2022-02-16 00:00:00,022513,4.673304166666667,4.667955378691356
2022-02-17 00:00:00,022513,4.674495833333333,4.6692575216293335
2022-02-18 00:00:00,022513,4.675783333333333,4.661778847376506
2022-02-19 00:00:00,022513,5.2825625,5.269647737344106
2022-02-20 00:00:00,022513,5.3778041666666665,5.371879140535991
2022-02-21 00:00:00,022513,5.5479375,5.538894832134247
2022-02-22 00:00:00,022513,5.6916375,5.677565495173137
2022-02-23 00:00:00,022513,5.8880625,5.8684583107630415
2022-02-24 00:00:00,022513,6.294504166666666,6.263417224089305
2022-02-25 00:00:00,022513,6.57815,6.577713847160339
2022-02-26 00:00:00,022513,6.545120833333333,6.543275694052379
2022-02-27 00:00:00,022513,6.3894375,6.389622708161672
2022-02-28 00:00:00,022513,6.301595833333334,6.298165241877238
2022-03-01 00:00:00,022513,6.236037499999999,6.242481152216594
2022-03-02 00:00:00,022513,5.9628499999999995,5.964600483576457
2022-03-03 00:00:00,022513,5.953491666666667,5.949819803237915
2022-03-04 00:00:00,022513,5.871591666666667,5.87580003341039
2022-03-05 00:00:00,022513,4.545604166666666,4.558899839719136
2022-03-06 00:00:00,022513,4.4931375000000005,4.489765107631683
2022-03-07 00:00:00,022513,4.506358333333334,4.500115593274434
2022-03-08 00:00:00,022513,4.536366666666667,4.531814793745677
2022-03-09 00:00:00,022513,4.636133333333333,4.621625582377116
2022-03-10 00:00:00,022513,4.676720833333333,4.677456100781758
2022-03-11 00:00:00,022513,4.218441666666666,4.219328343868256
2022-03-12 00:00:00,022513,4.2437625,4.231580515702565
2022-03-13 00:00:00,022513,4.352479166666667,4.338373462359111
2022-03-14 00:00:00,022513,4.454904166666666,4.444800674915314
2022-03-15 00:00:00,022513,4.394666666666667,4.385313014189403
2022-03-16 00:00:00,022513,4.786670833333333,4.743427395820618
2022-03-17 00:00:00,022513,5.70995,5.6947477261225385
2022-03-18 00:00:00,022513,5.6871125000000005,5.669602473576863
2022-03-19 00:00:00,022513,5.7382583333333335,5.72627858320872
2022-03-20 00:00:00,022513,5.748208333333333,5.722704986731212
2022-03-21 00:00:00,022513,5.965966666666667,5.938124120235443
2022-03-22 00:00:00,022513,5.996966666666666,5.971752107143402
2022-03-23 00:00:00,022513,6.171483333333334,6.143412828445435
2022-03-24 00:00:00,022513,6.305133333333334,6.280694742997487
2022-03-25 00:00:00,022513,8.629654166666667,8.601309378941854
2022-03-26 00:00:00,022513,8.388625,8.402465144793192
2022-03-27 00:00:00,022513,8.129270833333333,8.14105455080668
2022-03-28 00:00:00,022513,7.940366666666667,7.947424113750458
2022-03-29 00:00:00,022513,7.7379500000000005,7.745335400104523
2022-03-30 00:00:00,022513,8.184366666666667,8.165474673112234
2022-03-31 00:00:00,022513,8.352995833333333,8.35624372959137
2022-04-01 00:00:00,022513,8.970395833333333,8.939004381497702
2022-04-02 00:00:00,022513,9.300704166666668,9.29403551419576
2022-04-03 00:00:00,022513,9.282,9.272262970606485
2022-04-04 00:00:00,022513,9.443395833333334,9.43136731783549
2022-04-05 00:00:00,022513,9.94125,9.928646127382914
2022-04-06 00:00:00,022513,10.364479166666667,10.366149425506592
2022-04-07 00:00:00,022513,10.246666666666668,10.257690588633219
2022-04-08 00:00:00,022513,9.933141666666666,9.94072683652242
2022-04-09 00:00:00,022513,10.136604166666666,10.120744784673056
2022-04-10 00:00:00,022513,11.3184375,11.270983417828878
2022-04-11 00:00:00,022513,12.884791666666667,12.856953064600626
2022-04-12 00:00:00,022513,26.184583333333332,26.142608046531677
2022-04-13 00:00:00,022513,29.924791666666668,30.00466052691142
2022-04-14 00:00:00,022513,49.3478125,49.58769496281942
2022-04-15 00:00:00,022513,55.416979166666664,55.89307419459025
2022-04-16 00:00:00,022513,64.28104166666667,64.39570538202922
2022-04-17 00:00:00,022513,88.83145833333333,89.099058787028
2022-04-18 00:00:00,022513,102.21854166666667,102.65075906117757
2022-04-19 00:00:00,022513,98.060625,98.24575201670329
2022-04-20 00:00:00,022513,101.29927083333332,101.8589433034261
2022-04-21 00:00:00,022513,85.29989583333334,85.62160046895345
2022-04-22 00:00:00,022513,80.60729166666667,81.20583120981853
2022-04-23 00:00:00,022513,78.295625,78.80447196960449
2022-04-24 00:00:00,022513,82.86375,83.75972557067871
2022-04-25 00:00:00,022513,75.11302083333334,75.58777968088786
2022-04-26 00:00:00,022513,72.11552083333333,72.56439844767253
2022-04-27 00:00:00,022513,70.71322916666666,70.85650444030762
2022-04-28 00:00:00,022513,83.96239583333333,84.32523155212402
2022-04-29 00:00:00,022513,95.1453125,95.21451600392659
2022-04-30 00:00:00,022513,103.72916666666667,103.8721529642741
2022-05-01 00:00:00,022513,94.83260416666667,95.25182851155598
2022-05-02 00:00:00,022513,79.1184375,79.44936180114746
2022-05-03 00:00:00,022513,70.12895833333333,70.23932202657063
2022-05-04 00:00:00,022513,71.420625,71.39063707987468
2022-05-05 00:00:00,022513,80.18708333333333,79.98831081390381
2022-05-06 00:00:00,022513,97.09166666666665,96.68605041503906
2022-05-07 00:00:00,022513,105.80312500000001,105.77140426635742
2022-05-08 00:00:00,022513,98.8953125,99.1603946685791
2022-05-09 00:00:00,022513,82.71385416666666,82.98229916890462
2022-05-10 00:00:00,022513,64.9040625,65.05809497833252
2022-05-11 00:00:00,022513,59.604687500000004,59.5562170346578
2022-05-12 00:00:00,022513,61.23864583333333,61.12228012084961
2022-05-13 00:00:00,022513,66.86760416666667,66.70481316248576
2022-05-14 00:00:00,022513,69.5609375,69.45854632059734
2022-05-15 00:00:00,022513,67.5240625,67.50734361012776
2022-05-16 00:00:00,022513,62.95541666666667,62.96075852711996
2022-05-17 00:00:00,022513,58.32114583333333,58.341489950815834
2022-05-18 00:00:00,022513,50.62489583333333,50.71162064870199
2022-05-19 00:00:00,022513,51.63072916666667,51.618691762288414
2022-05-20 00:00:00,022513,51.344479166666666,51.423923333485924
2022-05-21 00:00:00,022513,40.28791666666667,40.46178420384725
2022-05-22 00:00:00,022513,30.856145833333333,30.8776429494222
2022-05-23 00:00:00,022513,30.493229166666666,30.42233355840047
2022-05-24 00:00:00,022513,37.12739583333333,37.07557535171509
2022-05-25 00:00:00,022513,35.143125,35.198633114496864
2022-05-26 00:00:00,022513,28.554374999999997,28.589642922083538
2022-05-27 00:00:00,022513,24.702187499999997,24.612837155659992
2022-05-28 00:00:00,022513,48.88635416666667,48.75195384025574
2022-05-29 00:00:00,022513,79.6071875,80.11705191930135
2022-05-30 00:00:00,022513,102.36697916666667,102.13482570648193
2022-05-31 00:00:00,022513,110.11395833333334,110.52804279327393
2022-06-01 00:00:00,022513,71.04416666666667,72.09346024195354
2022-06-02 00:00:00,022513,40.881145833333335,41.22878646850586
2022-06-03 00:00:00,022513,31.735,31.843422333399456
2022-06-04 00:00:00,022513,26.994375,27.045839548110962
2022-06-05 00:00:00,022513,24.12125,24.132590611775715
2022-06-06 00:00:00,022513,24.949270833333333,24.960057338078816
2022-06-07 00:00:00,022513,25.687916666666666,25.731783548990887
2022-06-08 00:00:00,022513,21.207395833333333,21.247638702392578
2022-06-09 00:00:00,022513,18.9740625,18.96343477567037
2022-06-10 00:00:00,022513,19.202083333333334,19.150417804718018
2022-06-11 00:00:00,022513,34.36447916666666,34.19882353146871
2022-06-12 00:00:00,022513,46.55458333333333,46.70180209477743
2022-06-13 00:00:00,022513,40.96447916666667,41.16847085952759
2022-06-14 00:00:00,022513,30.884583333333335,30.94900353749593
2022-06-15 00:00:00,022513,33.26979166666667,33.293918212254844
2022-06-16 00:00:00,022513,40.790729166666665,40.81661033630371
2022-06-17 00:00:00,022513,36.96510416666667,37.08855597178141
2022-06-18 00:00:00,022513,30.977604166666666,30.99265996615092
2022-06-19 00:00:00,022513,37.28697916666667,37.16483052571615
2022-06-20 00:00:00,022513,56.93739583333333,57.15693442026774
2022-06-21 00:00:00,022513,68.26083333333334,68.30961736043294
2022-06-22 00:00:00,022513,62.9075,63.170578479766846
2022-06-23 00:00:00,022513,42.47604166666667,42.698184649149574
2022-06-24 00:00:00,022513,27.07947916666667,27.243985811869305
2022-06-25 00:00:00,022513,19.379583333333333,19.424874146779377
2022-06-26 00:00:00,022513,16.781354166666667,16.774593353271484
2022-06-27 00:00:00,022513,14.86125,14.850238720575968
2022-06-28 00:00:00,022513,14.5715625,14.503105521202087
2022-06-29 00:00:00,022513,15.730625000000002,15.742699344952902
2022-06-30 00:00:00,022513,16.339166666666667,16.299348791440327
2022-07-01 00:00:00,022513,14.421145833333334,14.421340783437094
2022-07-02 00:00:00,022513,13.160937500000001,13.121137539545694
2022-07-03 00:00:00,022513,12.822291666666667,12.791399518648783
2022-07-04 00:00:00,022513,12.115416666666667,12.09067197640737
2022-07-05 00:00:00,022513,10.975520833333334,10.951618154843649
2022-07-06 00:00:00,022513,10.10435,10.07641065120697
2022-07-07 00:00:00,022513,10.728270833333333,10.65090529123942
2022-07-08 00:00:00,022513,12.306875,12.300124764442444
2022-07-09 00:00:00,022513,12.1584375,12.148614327112833
2022-07-10 00:00:00,022513,10.710833333333333,10.712824622790018
2022-07-11 00:00:00,022513,9.599095833333333,9.588647921880087
2022-07-12 00:00:00,022513,8.7325125,8.72227438290914
2022-07-13 00:00:00,022513,8.2683,8.245832482973734
2022-07-14 00:00:00,022513,8.182845833333333,8.171999235947927
2022-07-15 00:00:00,022513,8.136629166666667,8.106871525446573
2022-07-16 00:00:00,022513,8.088919047619047,8.069807807604471
2022-07-17 00:00:00,022513,,8.03811260064443
2022-07-18 00:00:00,022513,7.222508333333334,7.207273205121358
2022-07-19 00:00:00,022513,6.899979166666667,6.891949534416199
2022-07-20 00:00:00,022513,6.774245833333333,6.753046313921611
2022-07-21 00:00:00,022513,7.015270833333333,7.015666961669922
2022-07-22 00:00:00,022513,6.949583333333333,6.886988162994385
2022-07-23 00:00:00,022513,11.555470833333333,11.583922147750854
2022-07-24 00:00:00,022513,11.565729166666666,11.56585975488027
2022-07-25 00:00:00,022513,9.933458333333332,9.964547197024027
2022-07-26 00:00:00,022513,13.255566666666667,13.218315800031027
2022-07-27 00:00:00,022513,19.9725,19.8795192639033
2022-07-28 00:00:00,022513,23.6425,23.678056796391804
2022-07-29 00:00:00,022513,17.113333333333333,17.199047605196636
2022-07-30 00:00:00,022513,12.741875,12.793535232543945
2022-07-31 00:00:00,022513,11.021041666666667,11.04698900381724
2022-08-01 00:00:00,022513,9.728795833333333,9.752087394396463
2022-08-02 00:00:00,022513,8.64975,8.66385535399119
2022-08-03 00:00:00,022513,7.9335708333333335,7.939103901386261
2022-08-04 00:00:00,022513,7.534966666666667,7.5361005663871765
2022-08-05 00:00:00,022513,7.376525,7.377858142058055
2022-08-06 00:00:00,022513,6.7831624999999995,6.7859295805295305
2022-08-07 00:00:00,022513,6.375120833333334,6.3765620191891985
2022-08-08 00:00:00,022513,6.059616666666667,6.055539151032765
2022-08-09 00:00:00,022513,5.862479166666667,5.860052486260732
2022-08-10 00:00:00,022513,6.013850000000001,5.995960175991058
2022-08-11 00:00:00,022513,6.673808333333334,6.6423336664835615
2022-08-12 00:00:00,022513,7.8928875000000005,7.883121093114217
2022-08-13 00:00:00,022513,7.569183333333334,7.569280644257863
2022-08-14 00:00:00,022513,7.407445833333333,7.395122388998668
2022-08-15 00:00:00,022513,7.773225,7.7739410400390625
2022-08-16 00:00:00,022513,6.953595833333334,6.964111606280009
2022-08-17 00:00:00,022513,6.235966666666666,6.238686800003052
2022-08-18 00:00:00,022513,5.835320833333333,5.83641763528188
2022-08-19 00:00:00,022513,5.668195833333333,5.659950137138367
2022-08-20 00:00:00,022513,6.011125,5.997335116068522
2022-08-21 00:00:00,022513,13.505691666666666,13.2843456864357
2022-08-22 00:00:00,022513,14.6815625,14.729549924532572
2022-08-23 00:00:00,022513,10.536929166666667,10.592053731282553
2022-08-24 00:00:00,022513,8.426283333333332,8.449246048927307
2022-08-25 00:00:00,022513,7.654741666666666,7.664832870165507
2022-08-26 00:00:00,022513,6.934879166666668,6.94366584221522
2022-08-27 00:00:00,022513,6.4718875,6.470791717370351
2022-08-28 00:00:00,022513,6.3914125,6.392046411832173
2022-08-29 00:00:00,022513,6.1134458333333335,6.114068826039632
2022-08-30 00:00:00,022513,5.964316666666666,5.9659756024678545
2022-08-31 00:00:00,022513,5.796116666666666,5.797179063161214
2022-09-01 00:00:00,022513,5.635429166666667,5.629180669784546
